Time (s),Amplitude (V)
0.0,0.0
1.984126984126984e-09,0.0
3.968253968253968e-09,0.0
5.9523809523809525e-09,0.0
7.936507936507936e-09,0.0
9.92063492063492e-09,0.0
1.1904761904761905e-08,0.0
1.3888888888888889e-08,0.0
1.5873015873015872e-08,0.0
1.7857142857142856e-08,0.0
1.984126984126984e-08,0.0
2.1825396825396823e-08,0.0
2.380952380952381e-08,0.0
2.5793650793650794e-08,0.0
2.7777777777777777e-08,0.0
2.976190476190476e-08,0.0
3.1746031746031744e-08,0.0
3.373015873015873e-08,0.0
3.571428571428571e-08,0.0
3.7698412698412695e-08,0.0
3.968253968253968e-08,0.0
4.166666666666666e-08,0.0
4.3650793650793646e-08,-0.03333333333333333
4.563492063492063e-08,-0.03333333333333333
4.761904761904762e-08,0.0
4.9603174603174604e-08,0.0
5.158730158730159e-08,0.0
5.357142857142857e-08,0.0
5.5555555555555555e-08,0.0
5.753968253968254e-08,0.0
5.952380952380952e-08,0.0
6.15079365079365e-08,0.0
6.349206349206349e-08,0.0
6.547619047619047e-08,0.0
6.746031746031746e-08,0.0
6.944444444444444e-08,0.0
7.142857142857142e-08,0.0
7.341269841269841e-08,0.0
7.539682539682539e-08,0.0
7.738095238095237e-08,0.0
7.936507936507936e-08,0.0
8.134920634920634e-08,0.0
8.333333333333333e-08,0.0
8.531746031746031e-08,0.0
8.730158730158729e-08,0.0
8.928571428571428e-08,0.0
9.126984126984126e-08,0.0
9.325396825396824e-08,0.0
9.523809523809524e-08,0.0
9.722222222222222e-08,0.0
9.920634920634921e-08,0.0
1.0119047619047619e-07,0.0
1.0317460317460317e-07,0.0
1.0515873015873016e-07,0.0
1.0714285714285714e-07,-0.03333333333333333
1.0912698412698413e-07,-0.03333333333333333
1.1111111111111111e-07,-0.03333333333333333
1.1309523809523809e-07,0.0
1.1507936507936508e-07,0.0
1.1706349206349206e-07,0.0
1.1904761904761904e-07,0.0
1.2103174603174603e-07,0.0
1.23015873015873e-07,0.0
1.25e-07,0.0
1.2698412698412698e-07,0.0
1.2896825396825396e-07,0.0
1.3095238095238095e-07,0.0
1.3293650793650793e-07,0.0
1.349206349206349e-07,0.0
1.369047619047619e-07,0.0
1.3888888888888888e-07,0.0
1.4087301587301586e-07,0.0
1.4285714285714285e-07,0.0
1.4484126984126983e-07,0.0
1.4682539682539681e-07,0.0
1.488095238095238e-07,0.03333333333333333
1.5079365079365078e-07,0.1
1.5277777777777776e-07,0.16666666666666666
1.5476190476190475e-07,0.23333333333333334
1.5674603174603173e-07,0.3333333333333333
1.5873015873015872e-07,0.43333333333333335
1.607142857142857e-07,0.5333333333333333
1.6269841269841268e-07,0.6333333333333333
1.6468253968253967e-07,0.7333333333333333
1.6666666666666665e-07,0.8
1.6865079365079363e-07,0.8666666666666667
1.7063492063492062e-07,0.9333333333333333
1.726190476190476e-07,0.9666666666666667
1.7460317460317458e-07,0.9666666666666667
1.7658730158730157e-07,0.9666666666666667
1.7857142857142855e-07,0.9666666666666667
1.8055555555555554e-07,0.9333333333333333
1.8253968253968252e-07,0.9
1.845238095238095e-07,0.8333333333333334
1.8650793650793649e-07,0.7666666666666666
1.8849206349206347e-07,0.7
1.9047619047619048e-07,0.6
1.9246031746031746e-07,0.5
1.9444444444444445e-07,0.4
1.9642857142857143e-07,0.26666666666666666
1.9841269841269841e-07,0.13333333333333333
2.003968253968254e-07,0.03333333333333333
2.0238095238095238e-07,-0.1
2.0436507936507937e-07,-0.23333333333333334
2.0634920634920635e-07,-0.3333333333333333
2.0833333333333333e-07,-0.4666666666666667
2.1031746031746032e-07,-0.5666666666666667
2.123015873015873e-07,-0.6666666666666666
2.1428571428571428e-07,-0.7666666666666666
2.1626984126984127e-07,-0.8333333333333334
2.1825396825396825e-07,-0.9
2.2023809523809523e-07,-0.9333333333333333
2.2222222222222222e-07,-0.9666666666666667
2.242063492063492e-07,-1.0
2.2619047619047619e-07,-1.0
2.2817460317460317e-07,-1.0
2.3015873015873015e-07,-0.9666666666666667
2.3214285714285714e-07,-0.9333333333333333
2.3412698412698412e-07,-0.8666666666666667
2.361111111111111e-07,-0.8
2.380952380952381e-07,-0.7333333333333333
2.4007936507936507e-07,-0.6333333333333333
2.4206349206349205e-07,-0.5333333333333333
2.4404761904761904e-07,-0.4
2.46031746031746e-07,-0.3
2.48015873015873e-07,-0.16666666666666666
2.5e-07,-0.03333333333333333
2.5198412698412697e-07,0.06666666666666667
2.5396825396825396e-07,0.2
2.5595238095238094e-07,0.3333333333333333
2.579365079365079e-07,0.43333333333333335
2.599206349206349e-07,0.5333333333333333
2.619047619047619e-07,0.6333333333333333
2.638888888888889e-07,0.7333333333333333
2.6587301587301586e-07,0.8
2.6785714285714284e-07,0.8666666666666667
2.698412698412698e-07,0.9333333333333333
2.718253968253968e-07,0.9666666666666667
2.738095238095238e-07,0.9666666666666667
2.757936507936508e-07,0.9666666666666667
2.7777777777777776e-07,0.9666666666666667
2.7976190476190474e-07,0.9333333333333333
2.8174603174603173e-07,0.9
2.837301587301587e-07,0.8333333333333334
2.857142857142857e-07,0.7666666666666666
2.876984126984127e-07,0.7
2.8968253968253966e-07,0.6
2.9166666666666664e-07,0.5
2.9365079365079363e-07,0.36666666666666664
2.956349206349206e-07,0.26666666666666666
2.976190476190476e-07,0.13333333333333333
2.996031746031746e-07,0.03333333333333333
3.0158730158730156e-07,-0.1
3.0357142857142855e-07,-0.23333333333333334
3.0555555555555553e-07,-0.3333333333333333
3.075396825396825e-07,-0.4666666666666667
3.095238095238095e-07,-0.5666666666666667
3.115079365079365e-07,-0.6666666666666666
3.1349206349206346e-07,-0.7666666666666666
3.1547619047619045e-07,-0.8333333333333334
3.1746031746031743e-07,-0.9
3.194444444444444e-07,-0.9333333333333333
3.214285714285714e-07,-0.9666666666666667
3.234126984126984e-07,-1.0
3.2539682539682537e-07,-1.0
3.2738095238095235e-07,-1.0
3.2936507936507933e-07,-0.9666666666666667
3.313492063492063e-07,-0.9333333333333333
3.333333333333333e-07,-0.8666666666666667
3.353174603174603e-07,-0.8
3.3730158730158727e-07,-0.7333333333333333
3.3928571428571425e-07,-0.6333333333333333
3.4126984126984124e-07,-0.5333333333333333
3.432539682539682e-07,-0.4
3.452380952380952e-07,-0.3
3.472222222222222e-07,-0.16666666666666666
3.4920634920634917e-07,-0.03333333333333333
3.5119047619047615e-07,0.06666666666666667
3.5317460317460314e-07,0.2
3.551587301587301e-07,0.3333333333333333
3.571428571428571e-07,0.43333333333333335
3.591269841269841e-07,0.5333333333333333
3.6111111111111107e-07,0.6333333333333333
3.6309523809523805e-07,0.7333333333333333
3.6507936507936504e-07,0.8
3.67063492063492e-07,0.8666666666666667
